Product Description,Frame,SHGC,U-VALUE
SOLARVUE Bronze HL ,Timber/PVCu/Aluminium thermal break,0.42,5.6
SOLARVUE Bronze XHL ,Timber/PVCu/Aluminium thermal break,0.46,5.6
SOLARVUE Grey HL ,Timber/PVCu/Aluminium thermal break,0.41,5.6
SOLARVUE Grey XHL ,Timber/PVCu/Aluminium thermal break,0.45,5.6
SOLARVUE Neutral HL ,Timber/PVCu/Aluminium thermal break,0.5,5.6
SOLARVUE Neutral XHL ,Timber/PVCu/Aluminium thermal break,0.56,5.6
SOLARVUE Neutral SHL ,Timber/PVCu/Aluminium thermal break,0.62,5.6
SOLARVUE Neutral MHL ,Timber/PVCu/Aluminium thermal break,0.66,5.6
SOLARVUE Regal Blue HL ,Timber/PVCu/Aluminium thermal break,0.45,5.6
SOLARVUE Regal Blue XHL ,Timber/PVCu/Aluminium thermal break,0.51,5.6
SOLARVUE Serene Green HL ,Timber/PVCu/Aluminium thermal break,0.43,5.6
SOLARSHIELD Aquamarine S10 ,Timber/PVCu/Aluminium thermal break,0.25,5.6
SOLARSHIELD Aquamarine S20 ,Timber/PVCu/Aluminium thermal break,0.33,5.6
SOLARSHIELD Aquamarine S30 ,Timber/PVCu/Aluminium thermal break,0.41,5.6
SOLARSHIELD Blue S10 ,Timber/PVCu/Aluminium thermal break,0.25,5.6
SOLARSHIELD Blue S20 ,Timber/PVCu/Aluminium thermal break,0.33,5.6
SOLARSHIELD Blue S30 ,Timber/PVCu/Aluminium thermal break,0.41,5.6
SOLARSHIELD Bronze S10 ,Timber/PVCu/Aluminium thermal break,0.26,5.6
SOLARSHIELD Bronze S20 ,Timber/PVCu/Aluminium thermal break,0.32,5.6
SOLARSHIELD Bronze S30 ,Timber/PVCu/Aluminium thermal break,0.38,5.6
SOLARSHIELD Grey S10 ,Timber/PVCu/Aluminium thermal break,0.26,5.6
SOLARSHIELD Grey S20 ,Timber/PVCu/Aluminium thermal break,0.32,5.6
SOLARSHIELD Grey S30 ,Timber/PVCu/Aluminium thermal break,0.37,5.6
SOLARSHIELD Regal Blue S10 ,Timber/PVCu/Aluminium thermal break,0.25,5.6
SOLARSHIELD Regal Blue S20 ,Timber/PVCu/Aluminium thermal break,0.32,5.6
SOLARSHIELD Regal Blue S30 ,Timber/PVCu/Aluminium thermal break,0.4,5.6
SOLARSHIELD Silver S10 ,Timber/PVCu/Aluminium thermal break,0.23,5.6
SOLARSHIELD Silver S20 ,Timber/PVCu/Aluminium thermal break,0.34,5.6
SOLARSHIELD Silver S30 ,Timber/PVCu/Aluminium thermal break,0.42,5.6
SOLARSHIELDSerene Green S10 ,Timber/PVCu/Aluminium thermal break,0.26,5.6
SOLARSHIELDSerene Green S20 ,Timber/PVCu/Aluminium thermal break,0.33,5.6
SOLARSHIELDSerene Green S30 ,Timber/PVCu/Aluminium thermal break,0.4,5.6
E RANGE Armourplate Low E TOUGHENED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.66,4.06
E RANGE Armourplate Solar E TOUGHENED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.51,4.06
E RANGE Intruderpufe Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.66,4.06
E RANGE Intruderpufe Solar E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.51,4.06
E RANGE Aquamarine Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.64,4.06
E RANGE Deep Aquamarine Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.56,4.06
E RANGE Cool Blue Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.66,4.06
E RANGE Deep Cool Blue Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.6,4.06
E RANGE Cool Bronze Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.57,4.06
E RANGE Deep Cool Bronze Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.46,4.06
E RANGE Cool Grey Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.55,4.06
E RANGE Deep Cool Grey Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.43,4.06
E RANGE Regal Blue Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.61,4.06
E RANGE Deep Regal Blue Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.51,4.06
E RANGE Serene Green Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.5,4.06
E RANGE Coolvue Clear Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.43,4.06
E RANGE Coolvue Regal Blue Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.35,4.06
E RANGE Coolvue Grey Low E LAMINATED SAFETY GLASS ,Timber/PVCu/Aluminium thermal break,0.3,4.06
E RANGE SOLARVUE Aquamarine HL ,Timber/PVCu/Aluminium thermal break,0.41,4.06
E RANGE SOLARVUE Aquamarine XHL ,Timber/PVCu/Aluminium thermal break,0.47,4.06
E RANGE SOLARVUE Blue HL ,Timber/PVCu/Aluminium thermal break,0.42,4.06
E RANGE SOLARVUE Blue XHL ,Timber/PVCu/Aluminium thermal break,0.47,4.06
E RANGE SOLARVUE Bronze HL ,Timber/PVCu/Aluminium thermal break,0.37,4.06
E RANGE SOLARVUE Bronze XHL ,Timber/PVCu/Aluminium thermal break,0.4,4.06
E RANGE SOLARVUE Grey HL ,Timber/PVCu/Aluminium thermal break,0.35,4.06
E RANGE SOLARVUE Grey XHL ,Timber/PVCu/Aluminium thermal break,0.4,4.06
E RANGE SOLARVUE Neutral HL ,Timber/PVCu/Aluminium thermal break,0.45,4.06
E RANGE SOLARVUE Neutral XHL ,Timber/PVCu/Aluminium thermal break,0.51,4.06
E RANGE SOLARVUE Neutral SHL ,Timber/PVCu/Aluminium thermal break,0.57,4.06
E RANGE SOLARVUE Neutral MHL ,Timber/PVCu/Aluminium thermal break,0.6,4.06
E RANGE SOLARVUE Regal Blue HL ,Timber/PVCu/Aluminium thermal break,0.4,4.06
E RANGE SOLARVUE Regal Blue XHL ,Timber/PVCu/Aluminium thermal break,0.45,4.06
E RANGE SOLARVUE Serene Green HL ,Timber/PVCu/Aluminium thermal break,0.37,4.06
E RANGE SOLARVUE Serene Green XHL ,Timber/PVCu/Aluminium thermal break,0.44,4.06
E RANGE SOLARVUE Serene Green SHL ,Timber/PVCu/Aluminium thermal break,0.46,4.06
E RANGE SOLARVUE Serene Green MHL ,Timber/PVCu/Aluminium thermal break,0.5,4.06
E RANGE SOLARSHIELD Aquamarine S10 ,Timber/PVCu/Aluminium thermal break,0.2,4.06
E RANGE SOLARSHIELD Aquamarine S20 ,Timber/PVCu/Aluminium thermal break,0.28,4.06
E RANGE SOLARSHIELD Aquamarine S30 ,Timber/PVCu/Aluminium thermal break,0.36,4.06
E RANGE SOLARSHIELD Blue S10 ,Timber/PVCu/Aluminium thermal break,0.2,4.06
E RANGE SOLARSHIELD Blue S20 ,Timber/PVCu/Aluminium thermal break,0.28,4.06
E RANGE SOLARSHIELD Blue S30 ,Timber/PVCu/Aluminium thermal break,0.36,4.06
E RANGE SOLARSHIELD Bronze S10 ,Timber/PVCu/Aluminium thermal break,0.21,4.06
E RANGE SOLARSHIELD Bronze S20 ,Timber/PVCu/Aluminium thermal break,0.26,4.06
E RANGE SOLARSHIELD Bronze S30 ,Timber/PVCu/Aluminium thermal break,0.33,4.06
E RANGE SOLARSHIELD Grey S10 ,Timber/PVCu/Aluminium thermal break,0.2,4.06
E RANGE SOLARSHIELD Grey S20 ,Timber/PVCu/Aluminium thermal break,0.26,4.06
E RANGE SOLARSHIELD Grey S30 ,Timber/PVCu/Aluminium thermal break,0.31,4.06
E RANGE SOLARSHIELD Regal Blue S10 ,Timber/PVCu/Aluminium thermal break,0.2,4.06
E RANGE SOLARSHIELD Regal Blue S20 ,Timber/PVCu/Aluminium thermal break,0.27,4.06
E RANGE SOLARSHIELD Regal Blue S30 ,Timber/PVCu/Aluminium thermal break,0.35,4.06
E RANGE SOLARSHIELD Silver S10 ,Timber/PVCu/Aluminium thermal break,0.18,4.06
E RANGE SOLARSHIELD Silver S20 ,Timber/PVCu/Aluminium thermal break,0.29,4.06
E RANGE SOLARSHIELD Silver S30 ,Timber/PVCu/Aluminium thermal break,0.37,4.06
E RANGE SOLARSHIELDSerene Green S10 ,Timber/PVCu/Aluminium thermal break,0.2,4.06
E RANGE SOLARSHIELDSerene Green S20 ,Timber/PVCu/Aluminium thermal break,0.26,4.06
E RANGE SOLARSHIELDSerene Green S30 ,Timber/PVCu/Aluminium thermal break,0.35,4.06
E RANGE ENER-G SMARTNeutral,Timber/PVCu/Aluminium thermal break,0.38,4.06
E RANGE ENER-G SMARTAquamarine,Timber/PVCu/Aluminium thermal break,0.35,4.06
E RANGE ENER-G SMARTBlue,Timber/PVCu/Aluminium thermal break,0.35,4.06
E RANGE ENER-G SMARTBronze,Timber/PVCu/Aluminium thermal break,0.3,4.06
E RANGE ENER-G SMARTGrey,Timber/PVCu/Aluminium thermal break,0.31,4.06
E RANGE ENER-G SMARTregal Blue,Timber/PVCu/Aluminium thermal break,0.33,4.06
E RANGE ENER-G SMARTSerene Green,Timber/PVCu/Aluminium thermal break,0.28,4.06
X2 RESIDENTIAL STANDARD,Timber/PVCu/Aluminium thermal break,0.66,3
X2 Intruderprufe & Intruderprufe Clear PVB,Timber/PVCu/Aluminium thermal break,0.66,3
X2 Aquamarine  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.59,3
X2 Deep Aquamarine ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.48,3
X2 Coolblue  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.59,3
X2 Deep Coolblue  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.57,3
X2 Coolbronze  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.5,3
X2 Deep Coolbronze  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.38,3
X2 Coolgrey  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.48,3
X2 Deep Coolgrey  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.37,3
X2 Coral Rose Red  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.59,3
X2 Deep Red  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.38,3
X2 Evening Shadow Black  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.5,3
X2 Regal Blue  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.55,3
X2 Deep Regal Blue  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.49,3
X2 Ruby Red  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.59,3
X2 Sahara Sun Yellow  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.59,3
X2 Sapphire Blue  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.54,3
X2 Shadowlight 50  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.51,3
X2 Shadowlight 25  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.37,3
X2 Shadowlight 10  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.24,3
X2 True Blue  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.42,3
X2 Serene Green  ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.48,3
X2 Deep Serene Green ColourVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.39,3
X2 Clear CoolVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.38,3
X2 Grey CoolVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.26,3
X2 Regal Blue CoolVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.3,3
X2 Serene Green CoolVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.32,3
X2 Aquamarine HL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.35,3
X2 Aquamarine XHL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.41,3
X2 Blue HL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.36,3
X2 Blue XHL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.42,3
X2 Bronze HL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.31,3
X2 Bronze XHL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.35,3
X2 Grey HL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.3,3
X2 Grey XHL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.34,3
X2 Regal Blue HL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.35,3
X2 Regal Blue XHL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.4,3
X2 Neutral HL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.39,3
X2 Neutral XHL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.45,3
X2 Neutral SHL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.51,3
X2 Neutral MHL SolarVue & ClearVue,Timber/PVCu/Aluminium thermal break,0.55,3
X2 Serene Green HL Solarvue & Clearvue,Timber/PVCu/Aluminium thermal break,0.32,3
X2 Serene Green XHL Solarvue & Clearvue,Timber/PVCu/Aluminium thermal break,0.37,3
X2 Serene Green SHL Solarvue & Clearvue,Timber/PVCu/Aluminium thermal break,0.4,3
X2 Serene Green MHL Solarvue & Clearvue,Timber/PVCu/Aluminium thermal break,0.44,3
X2 Aquamarine S10 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.16,3
X2 Aquamarine S20 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.23,3
X2 Aquamarine S30 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.3,3
X2 Blue S10 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.16,3
X2 Blue S20 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.24,3
X2 Blue S30 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.31,3
X2 Bronze S10 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.16,3
X2 Bronze S20 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.22,3
X2 Bronze S30 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.27,3
X2 Grey S10 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.16,3
X2 Grey S20 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.21,3
X2 Grey S30 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.26,3
X2 Regal Blue S10 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.16,3
X2 Regal Blue S20 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.22,3
X2 Regal Blue S30 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.29,3
X2 Silver S10 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.15,3
X2 Silver S20 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.25,3
X2 Silver S30 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.32,3
X2 Serene Green S10 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.17,3
X2 Serene Green S20 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.23,3
X2 Serene Green S30 Solarshield & ClearVue,Timber/PVCu/Aluminium thermal break,0.29,3
X2 RESIDENTIAL PLUS,Timber/PVCu/Aluminium thermal break,0,0
X2 RESIDENTIAL ELITE,Timber/PVCu/Aluminium thermal break,0,0
X2 RESIDENTIAL SUPERIOR,Timber/PVCu/Aluminium thermal break,0,0
X2 Armourplate Low E & Clearvue,Timber/PVCu/Aluminium thermal break,0.64,2.41
X2 Armourplate Solar E & Clearvue,Timber/PVCu/Aluminium thermal break,0.43,2.41
X2 Intruderprufe Low E & Clearvue,Timber/PVCu/Aluminium thermal break,0.64,2.41
X2 Intruderprufe Solar E & Clearvue,Timber/PVCu/Aluminium thermal break,0.43,2.41
X2 Aquamarine  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.54,2.41
X2 Deep Aquamarine  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.42,2.41
X2 Coolblue  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.54,2.41
X2 Deep Coolblue  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.5,2.41
X2 Coolbronze  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.43,2.41
X2 Deep Coolbronze  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.32,2.41
X2 Coolgrey  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.42,2.41
X2 Deep Coolgrey  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.31,2.41
X2 Coral Rose Red  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.54,2.41
X2 Deep Red  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.32,2.41
X2 Evening Shadow Black  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.43,2.41
X2 Regal Blue  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.49,2.41
X2 Deep Regal Blue  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.43,2.41
X2 Ruby Red  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.53,2.41
X2 Sahara Sun Yellow  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.53,2.41
X2 Sapphire Blue  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.48,2.41
X2 Shadowlight 50  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.45,2.41
X2 Shadowlight 25  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.31,2.41
X2 Shadowlight 10  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.19,2.41
X2 True Blue  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.36,2.41
X2 Serene Green  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.42,2.41
X2 Deep Serene Green  ColourVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.33,2.41
X2 CoolVue Clear  & Intruderprufe low E,Timber/PVCu/Aluminium thermal break,0.34,2.41
X2 CoolVue Grey  & Intruderprufe low E,Timber/PVCu/Aluminium thermal break,0.21,2.41
X2 CoolVue Regal Blue  & Intruderprufe low E,Timber/PVCu/Aluminium thermal break,0.26,2.41
X2 CoolVue Serene Green & Intruderprufe low E,Timber/PVCu/Aluminium thermal break,0.27,2.41
X2 Aquamarine HL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.3,2.41
X2 Aquamarine XHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.35,2.41
X2 Blue HL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.31,2.41
X2 Blue XHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.36,2.41
X2 Bronze HL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.26,2.41
X2 Bronze XHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.3,2.41
X2 Grey HL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.24,2.41
X2 Grey XHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.28,2.41
X2 Neutral HL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.34,2.41
X2 Neutral XHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.39,2.41
X2 Neutral SHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.44,2.41
X2 Neutral MHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.48,2.41
X2 Regal Blue HL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.29,2.41
X2 Regal Blue XHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.34,2.41
X2 Serene Green HL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.26,2.41
X2 Serene Green XHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.32,2.41
X2 Serene Green SHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.34,2.41
X2 Serene Green MHL SolarVue & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.38,2.41
X2 Aquamarine S10 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.12,2.41
X2 Aquamarine S20 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.19,2.41
X2 Aquamarine S30 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.25,2.41
X2 Blue S10 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.12,2.41
X2 Blue S20 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.19,2.41
X2 Blue S30 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.25,2.41
X2 Bronze S10 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.12,2.41
X2 Bronze S20 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.17,2.41
X2 Bronze S30 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.22,2.41
X2 Grey S10 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.12,2.41
X2 Grey S20 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.16,2.41
X2 Grey S30 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.21,2.41
X2 Regal Blue S10 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.12,2.41
X2 Regal Blue S20 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.18,2.41
X2 Regal Blue S30 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.24,2.41
X2 Silver S10 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.12,2.41
X2 Silver S20 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.2,2.41
X2 Silver S30 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.27,2.41
X2 Serene Green S10 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.12,2.41
X2Serene Green S20 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.18,2.41
X2 Serene Green S30 Solarshield & Intruderprufe Low E,Timber/PVCu/Aluminium thermal break,0.23,2.41
X2 Ener-G Smart Neutral & Clear Float,Timber/PVCu/Aluminium thermal break,0.32,2.41
X2 Ener-G Smart Aquamarine & Clear Float,Timber/PVCu/Aluminium thermal break,0.28,2.41
X2 Ener-G Smart Blue & Clear Float,Timber/PVCu/Aluminium thermal break,0.29,2.41
X2 Ener-G Smart Bronze & Clear Float,Timber/PVCu/Aluminium thermal break,0.24,2.41
X2 Ener-G Smart Grey & Clear Float,Timber/PVCu/Aluminium thermal break,0.25,2.41
X2 Ener-G Smart Regal Blue & Clear Float,Timber/PVCu/Aluminium thermal break,0.27,2.41
X2 Ener-G Smart Serene Green & Clear Float,Timber/PVCu/Aluminium thermal break,0.22,2.41
4 mm ClearVue,Primador 30.5 mm single glaze casement,0.61,6.34
5 mm ClearVue,Primador 30.5 mm single glaze casement,0.61,6.34
6 mm ClearVue,Primador 30.5 mm single glaze casement,0.61,6.34
8 mm ClearVue,Primador 30.5 mm single glaze casement,0.61,6.34
10 mm ClearVue,Primador 30.5 mm single glaze casement,0.61,6.34
12 mm ClearVue,Primador 30.5 mm single glaze casement,0.61,6.34
15 mm ClearVue,Primador 30.5 mm single glaze casement,0.61,6.34
19 mm ClearVue ,Primador 30.5 mm single glaze casement,0.61,6.34
"6,38mm Intruderprufe Clear NS",Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Aquamarine  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Deep Aquamarine  ,Primador 30.5 mm single glaze casement,0.59,6.34
COLOURVUE Coolblue  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Deep Coolblue  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Coolbronze  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Deep Coolbronze  ,Primador 30.5 mm single glaze casement,0.5,6.34
COLOURVUE Coolgrey  ,Primador 30.5 mm single glaze casement,0.6,6.34
COLOURVUE Deep Coolgrey  ,Primador 30.5 mm single glaze casement,0.48,6.34
COLOURVUE Coral Rose Red  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Dark Red  ,Primador 30.5 mm single glaze casement,0.49,6.34
COLOURVUE Evening Shadow Black  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Regal Blue  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Deep Regal Blue  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Ruby Red  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Sahara Sun Yellow  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Sapphire Blue  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Shadowlight 50  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE Shadowlight 25  ,Primador 30.5 mm single glaze casement,0.49,6.34
COLOURVUE Shadowlight 10  ,Primador 30.5 mm single glaze casement,0.36,6.34
COLOURVUE True Blue  ,Primador 30.5 mm single glaze casement,0.54,6.34
COLOURVUE Serene Green  ,Primador 30.5 mm single glaze casement,0.59,6.34
COLOURVUE Deep Serene Green  ,Primador 30.5 mm single glaze casement,0.5,6.34
COLOURVUE TRANSLUCENT Aquamarine Translucent  ,Primador 30.5 mm single glaze casement,0.5,6.34
COLOURVUE TRANSLUCENT Arctic Snow White  ,Primador 30.5 mm single glaze casement,0.61,6.34
COLOURVUE TRANSLUCENT Blue Translucent  ,Primador 30.5 mm single glaze casement,0.6,6.34
COLOURVUE TRANSLUCENT Regal Blue Translucent  ,Primador 30.5 mm single glaze casement,0.46,6.34
COLOURVUE TRANSLUCENT Bronze Translucent  ,Primador 30.5 mm single glaze casement,0.5,6.34
COLOURVUE TRANSLUCENT Grey Translucent  ,Primador 30.5 mm single glaze casement,0.5,6.34
COOLVUE CoolVue Clear  ,Primador 30.5 mm single glaze casement,0.47,6.34
COOLVUE CoolVue Regal Blue  ,Primador 30.5 mm single glaze casement,0.39,6.34
COOLVUE CoolVue Grey  ,Primador 30.5 mm single glaze casement,0.34,6.34
COOLVUE CoolVue Serene Green  ,Primador 30.5 mm single glaze casement,0.41,6.34
SOLARVUE Aquamarine HL ,Primador 30.5 mm single glaze casement,0.46,6.34
SOLARVUE Aquamarine XHL ,Primador 30.5 mm single glaze casement,0.52,6.34
SOLARVUE Blue HL ,Primador 30.5 mm single glaze casement,0.47,6.34
